TagName,Count,Description
"themes","7567","Themes and theming can be used to give another look and feel to existing UI and has a close relation to templating. "
"markdown","7551","Markdown is a plain text formatting syntax designed so that it can be converted to HTML using a tool by the same name. Markdown is often used to format readme files, for writing messages in online discussion forums, and to create rich text using a plain text editor."
"refactoring","7551","Refactoring is a disciplined technique for restructuring existing code, altering its internal structure without changing its external behavior. Open-ended questions about refactoring your code are off-topic for Stack Overflow, however they may be appropriate for Code Review."
"tidyverse","7546","DO NOT USE if your question relates to one or two components of the tidyverse, such as dplyr or ggplot2. Use *those* tags, and tag with `r` as well for a better response."
"parameter-passing","7544","parameter-passing is the process of assigning values to the parameters of a function"
"google-sheets-formula","7541","Use this tag for Google Sheets questions that involve the use of spreadsheet formulas. Use together with tags such as [google-sheets] for broader visibility, [array-formulas], [google-query-language] or [custom-functions]+[google-apps-script] when the formula includes a custom function written in [google-apps-script].  Avoid use with [excel] and [excel-formulas]."
"media-queries","7529","Media queries enable the conditional application of CSS styles based on media types, such as screen and print, and the conditions of media features, such as viewport and device height and width. They are part of the W3C CSS3 specification."
"pytest","7518","Simple powerful no-boilerplate testing with Python. Please also add the `python` tag for questions tagged with `pytest`."
"full-text-search","7514","Full text search involves searching documents, usually involving unstructured text, as opposed to searching text fields in a structured database."
"html5-video","7512","HTML5 video is an element introduced in the HTML5 draft specification for the purpose of creating a standards-compliant, plugin-free way for playing videos and movies, partially replacing the object element."
"applet","7496","Applet means 'small application'. This has become commonly used to describe Java applets embedded in web pages. And in that context, applets can be regarded as outdated technology."
"vuetify.js","7489","Vuetify.js is an open source framework for building user interfaces for Vue.js 2. Use this tag for questions specific to vuetify components and api. (If possible provide CodePen or JsFiddle reproducing your issue)"
